FID,OBJECTID,timestamp,long,lat,accelerati,accelera1,accelera2,activity_c,comments,external_t,satellite_,speed,gsm_signal,height,import_mar,tag_voltag,sensor_typ,individual,tag_ident,ind_ident,study_name,date,time,OBJECTID_1,NVCSName,NVCSLevel,MapClass,MapClassCo,Original_2,Original_1,Cov_2015,Dist_2015,Ht_2015,Notes_2015,ID_2015,Habitat,MgmtRegion,Lepidium,CalVegName,CalVegCode,CWHRType,CWHRCode,GlobalRank,StateRank,Rare,CaCode,NVCSAllian,NVCSGroup,NVCSMG,UID,Acres,Hectares,Shape_Leng,Shape_Area
1760,878,2018-10-20 14:00:00,-122.044783,38.221832,0,0,0,0,SIMP01,19,0,0,0,0,0,3750,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1761,885,2018-10-21 00:00:00,-122.045883,38.221999,0,0,0,0,SIMP01,43,0,0,0,0,0,3780,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1762,886,2018-10-21 12:00:00,-122.045999,38.221649,0,0,0,0,SIMP01,21,0,0,0,0,0,3780,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1763,891,2018-10-23 00:01:00,-122.044699,38.223799,0,0,0,0,SIMP01,28,0,0,0,0,0,3780,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1764,893,2018-10-23 18:00:00,-122.045899,38.221666,0,0,0,0,SIMP01,33,0,0,0,0,0,3780,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1765,894,2018-10-24 00:01:00,-122.047999,38.226149,0,0,0,0,SIMP01,27,0,0,0,0,0,3780,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1766,897,2018-10-25 00:01:00,-122.045416,38.220916,0,0,0,0,SIMP01,29,0,0,0,0,0,3790,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1767,902,2018-10-26 18:00:00,-122.047816,38.226032,0,0,0,0,SIMP01,34,0,0,0,0,0,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1768,918,2018-10-27 22:00:00,-122.045583,38.224116,0,0,0,0,SIMP01,32,0,0,0,0,0,3780,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1769,1083,2019-02-04 18:01:00,-122.047199,38.222732,0,0,0,0,SIMP01,16,0,0,0,0,0,3870,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1770,1098,2019-02-09 18:02:00,-122.044949,38.223416,0,0,0,0,SIMP01,20,0,0,0,0,0,3950,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1771,1101,2019-02-10 18:00:00,-122.044966,38.223366,0,0,0,0,SIMP01,27,0,0,0,0,0,3950,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1772,1109,2019-02-14 00:01:00,-122.045349,38.223166,0,0,0,0,SIMP01,17,0,0,0,0,0,3700,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1773,1111,2019-02-14 18:00:00,-122.045799,38.223266,0,0,0,0,SIMP01,18,0,0,0,0,0,3700,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1774,1121,2019-02-18 00:01:00,-122.044133,38.222432,0,0,0,0,SIMP01,12,0,0,0,0,0,3770,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1775,1123,2019-02-18 18:00:00,-122.044999,38.223916,0,0,0,0,SIMP01,20,0,0,0,0,0,3770,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1776,1127,2019-02-20 00:01:00,-122.045016,38.224149,0,0,0,0,SIMP01,30,0,0,0,0,0,3790,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1777,1139,2019-02-24 00:01:00,-122.044599,38.223766,0,0,0,0,SIMP01,28,0,0,0,0,0,3750,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1778,1164,2019-03-07 00:01:00,-122.044933,38.220699,0,0,0,0,SIMP01,25,0,0,0,0,0,3820,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1779,1195,2019-03-14 02:00:00,-122.046016,38.221366,0,0,0,0,SIMP01,21,0,0,0,0,0,4110,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28907,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28907,23.14509964,9.366479874,4569.690875,93659.72232
1780,613,2018-09-29 12:01:00,-122.044016,38.224649,0,0,0,0,SIMP01,30,0,0,0,0,0,3860,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28908,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28908,23.88680077,9.666629791,3834.412069,96661.30455
1781,656,2018-10-02 02:00:00,-122.044283,38.224716,0,0,0,0,SIMP01,26,0,0,0,0,0,3810,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28908,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28908,23.88680077,9.666629791,3834.412069,96661.30455
1782,658,2018-10-02 04:00:00,-122.044149,38.224682,0,0,0,0,SIMP01,32,0,0,0,0,0,3780,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28908,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28908,23.88680077,9.666629791,3834.412069,96661.30455
1783,659,2018-10-02 12:00:00,-122.044316,38.224649,0,0,0,0,SIMP01,23,0,0,0,0,0,3780,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28908,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28908,23.88680077,9.666629791,3834.412069,96661.30455
1784,660,2018-10-02 13:00:00,-122.044299,38.224649,0,0,0,0,SIMP01,25,0,0,0,0,0,3780,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28908,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28908,23.88680077,9.666629791,3834.412069,96661.30455
1785,705,2018-10-06 12:00:00,-122.044349,38.224749,0,0,0,0,SIMP01,26,0,0,0,0,0,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28908,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28908,23.88680077,9.666629791,3834.412069,96661.30455
1786,767,2018-10-11 18:00:00,-122.044633,38.224716,0,0,0,0,SIMP01,49,0,0,0,0,0,3820,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28908,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28908,23.88680077,9.666629791,3834.412069,96661.30455
1787,779,2018-10-13 02:02:00,-122.043849,38.224816,0,0,0,0,SIMP01,24,0,0,0,0,0,3790,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,28908,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA28908,23.88680077,9.666629791,3834.412069,96661.30455
